11,Multi Purpose Powder - Blush & Eye,rejuva minerals,"Our Multi Purpose Pressed Powders may be used for blush or eye shadow. Blended with antioxidants from Certified Organic Fruits, Berries &amp; Botanicals*. Made without any gluten containing ingredients. Mica free Pink Parfait and Papaya will offer a natural, ultra sheer semi-matte finish. The petals from beautiful crushed red roses that are found in Pink Parfait, are valued for their natural color and delightful aroma that they provide! Acai Berry will offer a natural, ultra sheer satin finish (mica added). VEGAN. Image one is Pink Parfait. Image two is Papaya, and image three is Acai Berry. Model in image four is wearing Papaya. Model in image five is wearing Acai Berry. To see a demonstration of Papaya, click on the video and fast forward to 3:44. Enjoy! This product is EWG VERIFIED&#x2122; and rated 'CLEAN'in the Think Dirty app! BPA and Phthalate free packaging. Plastic parts of compacts are recyclable. *Tiny flecks of fruit and botanical particles may be visible in powder. Pink Parfait and Papaya are Titanium Dioxide and Mica free. Net Weight: 2.8 gm.",blush,2,17,powder,Not available,https://www.purpicks.com/wp-content/uploads/2018/06/Rejuva-Minerals-Multi-Purpose-Powder-Blush-_-Eye-1.jpg
12,Pressed Powder Foundation,rejuva minerals,"Coconut Cream - Warm Undertones (yellow) Light Shade. May also be used as a highlighting shade! About our pressed foundations:<ul><li>Provides a silky smooth, natural 'semi-matte' finish</li><li>All skin types</li><li>Will not dry out skin (apply light moisturizer underneath for best results)</li><li>Resists caking and settling in lines and pores</li><li>Layers to provide a light-medium (buildable) coverage</li><li>Eco-friendly, biodegradable compact</li><li>Colored with minerals and enhanced with organic fruits and botanicals</li><li>Infused with conditioning organic jojoba oil</li><li>Formulated without common skin irritants.</li></ul>",foundation,2,29,powder,Not available,https://www.purpicks.com/wp-content/uploads/2018/06/Rejuva-Minerals-Multi-Purpose-Powder-Eye-Shadow-Face-1.jpg
13,Bronzer - loose,rejuva minerals,"Caribbean is a multi-purpose shade that is suitable for medium-tan skin tones. This shade may be used as a bronzer, or as a contour shade. <ul><li>Our bronzer has been enhanced with Fruits, Botanicals and Clays for their natural color, fragrance and antioxidant benefits!</li><li>Blended with Certified Organics Fruits and Botanicals</li><li>Formulated with common skin irritants.</li><li>Our bronzer will offer a natural “ultra sheer” semi-matte finish.</li><li>Made without any gluten containing ingredients</li><li>VEGAN!</li><li>Eco Friendly jars!</li></ul>",bronzer,4,9,powder,Not available,https://www.purpicks.com/wp-content/uploads/2018/03/rejuva-minerals-bronzer.jpg
14,Bronzer - pressed,rejuva minerals,"Our bronzer has been enhanced with Fruits, Botanicals and Clays for their natural color, fragrance and antioxidant benefits! Blended with Certified Organics Fruits and Botanicals Formulated with common skin irritants. Our bronzer will offer a natural 'ultra sheer' semi-matte finish. Made without any gluten containing ingredients VEGAN! Eco Friendly jars!",bronzer,4,28,powder,Not available,https://www.purpicks.com/wp-content/uploads/2018/03/rejuva-minerals-bronzer.jpg
15,Lip Gloss,penny lane organics,For fuller healthier lips! Long lasting colour! This colour is a good choice for any skin tone. It can be made lighter by wiping some off after application.Please note that our Vitamin E is extracted from non-GMO soy bean oil and therefore is gluten-free.,lipstick,1,1,lip_gloss,Not available,https://www.purpicks.com/wp-content/uploads/csm/sunset-bronze-pennylaneorganics1.jpg
16,Amalia,nudus,"named after my beautiful mum, delicately pink that displays sophistication. a perfect sheer wash of gorgeous colour that brings a new texture to the lip euphoria range. <strong>lipstick benefits</strong> a unique handcrafted lipstick blended with certified organic ingredients. beautifully pigmented with ancient ayurvedic bioactive colour extracts, leaving your lips soft and deliciously hydrated.<strong>key benefits</strong><ul><li>vitamins, A, B, C, D, E and K</li><li>antioxidants, including pomegranate, raspberry and kiwi cold pressed oils</li><li>27 active natural ingredients, helping against environmental stress</li><li>colours made from flowers, fruits, herbs and minerals</li><li>free from parabens, petro-chemicals, lanolin, hydrogenated oils,fd&amp;c and lake dyes, nano-particles, gmo, pesticides and fungicides</li><li>not tested on animals</li><li>gluten free</li></ul>",lipstick,2,11,lipstick,Not available,https://www.purpicks.com/wp-content/uploads/2018/06/Nudus-Amalia.jpg
17,Pressed Foundation,marienatie,A pressed foundation by MarieNatie providing a silky and flawless finish – it provides great coverage and protects skin with SPF 10.  Titanium dioxide acts as an absorbent of oil and jojoba oil helps to cleanse and moisturize the skin.,foundation,3,19,powder,Not available,https://www.purpicks.com/wp-content/uploads/csm/caramel_1024x1024_e5fbf151-0cfd-42c9-a5ec-f49d6104bcbc1.jpg
18,Mineral Blush,marienatie,Formulated to reduce the appearance of pores while creating a long-lasting natural finish.  This MarieNatie brush protects skin with SPF15.  Sericite mica is great for absorbing oil and won’t clog up pores.  Mica is a natural mineral that helps to enhance the skin tone.,blush,1,18,powder,Not available,https://www.purpicks.com/wp-content/uploads/csm/Blush_copy_1024x1024_edd99d6d-301e-4ba1-aa74-a33d21147b7c1.jpg
19,Lipstick,marienatie,"A pure and creamy lipstick by MarieNatie formulated with organic jojoba, avocado, and coconut oil which are rich in anti-oxidants and have moisturizing benefits. Enriched with naturally derived organic mango and cocoa butters that will soothe, hydrate and regenerate dry lips.",lipstick,4,28,lipstick,Not available,https://www.purpicks.com/wp-content/uploads/csm/Evelyn_Pic1.jpg
20,Lip Gloss,marienatie,MarieNatie offers a gluten free and vegan lip gloss providing rich colours and shine without the stickiness. The natural oils will offer moisturizing properties and lasting hydration for your lips. Contains grape seed oil to reduce aging and wrinkles and sunflower oil has the ability to heal skin. Vitamin E is a great antioxidant that will protect and repair skin.,lipstick,1,17,lip_gloss,Not available,https://www.purpicks.com/wp-content/uploads/csm/Envy1.jpg
21,Gel Liner,marienatie,This smooth and creamy formula from MarieNatie will provide a silky soft and non-oily finish. It glides on evenly to deliver immediate results.,eyeliner,2,9,gel,Not available,https://www.purpicks.com/wp-content/uploads/csm/Photo10_12001.jpg
22,Eyeliner,marienatie,An eyeliner that offers long lasting colour and a natural smooth finish.  Both jojoba oil and meadowfoam oil have amazing moisturizing properties to help repair skin.  Beeswax is known for its healing properties and will help to improve skin conditions.,eyeliner,4,10,pencil,Not available,https://www.purpicks.com/wp-content/uploads/csm/Eyeliner-Group_300dpi_1024x1024_a2ac069c-f517-46bf-a215-8d31f5e948c91.jpg
23,Mineral Eye Brow Liner Charcoal Brown,maia's mineral galaxy,Not available,eyebrow,4,25,pencil,Not available,https://www.purpicks.com/wp-content/uploads/2018/06/Maia%E2%80%99s-Mineral-Galaxy-Mineral-Eye-Brow-Liner-Charcoal-Brown.jpg
24,Creme to Powder Blush,lotus cosmetics usa,"A cream to powder blush made with all natural ingredients that applies like a soft cream but finishes like a silky powder. Antioxidant-rich botanicals help moisturize the skin, while natural pigments provide long-lasting buildable color for a healthy, radiant glow. Made with natural and organic ingredients.",blush,3,31,cream,Not available,https://www.purpicks.com/wp-content/uploads/2018/03/lotus-cosmetics-usa-creme-to-powder-blush.png
25,Eye Shadow Palette Mesmerize,lotus cosmetics usa,A four-color eyeshadow palette infused with natural minerals and antioxidant rich extracts to help prevent fine lines and wrinkles. Easily blendable shades give you the ability to create effortlessly natural or dramatic looks. Made with natural and organic ingredients.,eyeshadow,2,34,palette,Not available,http://www.purpicks.com/wp-content/uploads/2018/03/lotus-cosmetics-usa-eye-shadow-palette-mesmerize.png
26,Eye Shadow Palette Deluxe,lotus cosmetics usa,A four-color eyeshadow palette infused with natural minerals and antioxidant rich extracts to help prevent fine lines and wrinkles. Easily blendable shades give you the ability to create effortlessly natural or dramatic looks. Made with natural and organic ingredients.,eyeshadow,4,9,palette,Not available,http://www.purpicks.com/wp-content/uploads/2018/03/lotus-cosmetics-usa-eye-shadow-palette-deluxe.png
27,Eye Shadow Palette Smokey,lotus cosmetics usa,A four-color eyeshadow palette infused with natural minerals and antioxidant rich extracts to help prevent fine lines and wrinkles. Easily blendable shades give you the ability to create effortlessly natural or dramatic looks. Made with natural and organic ingredients.,eyeshadow,1,24,palette,Not available,http://www.purpicks.com/wp-content/uploads/2018/03/lotus-cosmetics-usa-eye-shadow-palette-smokey.png
28,Eye Shadow Palette Seduction,lotus cosmetics usa,A four-color eyeshadow palette infused with natural minerals and antioxidant rich extracts to help prevent fine lines and wrinkles. Easily blendable shades give you the ability to create effortlessly natural or dramatic looks. Made with natural and organic ingredients.,eyeshadow,4,30,palette,Not available,http://www.purpicks.com/wp-content/uploads/2018/03/lotus-cosmetics-usa-eye-shadow-palette-seduction.png
29,Eye Shadow Palette Cocoa,lotus cosmetics usa,A four-color eyeshadow palette infused with natural minerals and antioxidant rich extracts to help prevent fine lines and wrinkles. Easily blendable shades give you the ability to create effortlessly natural or dramatic looks. Made with natural and organic ingredients.,eyeshadow,1,15,palette,Not available,https://www.purpicks.com/wp-content/uploads/2018/03/lotus-cosmetics-usa-eye-shadow-palette-cocoa.png
30,Conch Lipstick,coastal classic creation,"Coastal Classic Creations Conch Lipstick is a flattering, stylish, rich winterberry color. This lipstick is paraben-free and vegan and contains sunflower oil which is rich in Vitamin E and which may protect against damage from the sun. To boost the product's effectiveness, we add sesame seed oil which contains Vitamins E, D, and B complex to provide moisture and neutralize free radicals. Companions well with Boysenberry Lip Crayon.",lipstick,1,25,lipstick,Not available,https://www.purpicks.com/wp-content/uploads/2018/06/coastal-classic-creations-conch-lipstick.png
31,Reflect Lip Gloss,c'est moi,"These essential lip gloss shades are enriched with a blend of natural and organic oils to deliver the perfect amount of sheer color and shine to lips. Enriched with a blend of natural and organic oils, this essential gloss delivers a wash of sheer color and promises shine—not stickiness. Made for Young Delicate Skin Types NO – Talc, Fragrance, Parabens, Phthalates, Sulfates, Mineral oil or Propylene Glycol Dermatologist Tested Clinically Tested on Sensitive Skin, Hypoallergenic, Made with Natural & Organic Ingredients",lipstick,1,25,lip_gloss,Not available,https://www.purpicks.com/wp-content/uploads/2018/04/cest-moi-reflect-lip-gloss-1.png
32,Luminary Lip Crayon,c'est moi,"These nourishing and creamy lip crayons come in 6 perfectly pigmented shades that go from subtle to statement. This easy-to-use lip crayon delivers velvety application and perfectly pigmented color, plus a nourishing formula with a creamy, consistent texture designed to make your lips appear soft and smooth. Apply sparingly for a subtle look, or generously to make a statement—either way, your lips will feel as beautiful as they look! Made for Young Delicate Skin Types NO – Talc, Fragrance, Parabens, Phthalates, Sulfates, Mineral oil or Propylene Glycol Dermatologist Tested Clinically Tested On Sensitive Skin Hypoallergenic",lip_liner,1,14,pencil,Not available,https://www.purpicks.com/wp-content/uploads/2018/04/cest-moi-luminary-lip-crayon.png
33,Fearless Eyeliner,c'est moi,"Make eyes pop with this velvety smooth eyeliner that glides on effortlessly and precisely. Make your eyes pop with this sleek, easy-to-use eyeliner. Formulated with both jojoba seed oil and shea butter, its velvety smooth formula glides on effortlessly and precisely. To sharpen, place inside sharpener and turn the pencil gently to create a working tip. Made for Young Delicate Skin Types NO – Talc, Fragrance, Parabens, Phthalates, Sulfates, Mineral oil or Propylene Glycol  Dermatologist Tested Clinically Tested on Sensitive Skin Hypoallergenic Made with Natural Ingredients",eyeliner,1,10,pencil,Not available,https://www.purpicks.com/wp-content/uploads/2018/04/cest-moi-fearless-eyeliner-pencil.png
34,Liquid Eye Shadow,alva,"Our Liquid Edition Eye Shadows have been a real winner since their launch and are a real first of their kind in natural and organic make-up. Whether you're looking for a striking or glamorous look for night time, or something more subtle and natural for wearing during the day, there is a shade for everyone. They dry quickly, and depending on the depth of colour desired, can be blended in on application or left to dry before blending for a more vivid look. Layering is also possible, but however you choose to use these liquid eye shadows they won't gather in crow's feet or fine lines around the eyes. The inclusion of patented beta glucan also means they're perfect for sensitive eyes. Pale Almond is subtle, natural, and perfect for daytime wear, and compliments our Bronzed Hazel liquid eye shadow if a duo tone is desired.",eyeshadow,4,9.95,cream,Not available,http://www.purpicks.com/wp-content/uploads/2018/06/Alva-Liquid-Eye-Shadow-1-Pale-Almond.png
35,Stretch Concealer,glossier,"A traditional concealer sets to a stiff, flat, dry finish—a dead giveaway that you’re wearing it. Ours is a new type of concealer with elastic micro waxes that move with your face instead of caking on top of it, and nourishing oils that give a dewy, glowing finish. The buildable formula covers everything from dark circles to redness and blemishes. In five shades painstakingly developed to enhance, brighten, and—most importantly—completely disappear into the widest range of skin tones.",foundation,1,22.0,concealer,Not available,https://static-assets.glossier.com/production/spree/images/attachments/000/001/631/portrait_normal/SC_Carousel_1_copy_2.jpg?1506948615
36,Cloud Paint,glossier,"With Cloud Paint, we set out to make blush the high point of your routine. The pillowy, gel-cream formula is designed to be the most user-friendly cheek color in existence. If you can finger paint, you can Cloud Paint—simply dab it onto cheeks wherever you please. It’s seamless, sheer, and buildable (i.e. it’s hard to accidentally apply too much). Inspired by gradient pink NYC sunsets, the shades are optimized to work across a wide range of skin tones for a healthy, flushed-from-within glow.",blush,3,22.0,cream,Not available,https://static-assets.glossier.com/production/spree/images/attachments/000/001/241/portrait_normal/CP_PDP_02.jpg?1488382023
37,Wowder,glossier,"It’s not powder, it’s Wowder—for non-dewy days. Wowder will: cut shine, blur the appearance of pores, set makeup, look like skin. Wowder won’t: leave a chalky film, cake into fine lines, flatten skin’s texture, or announce its presence in photographs (no camera flashback). In three sheer, glowy, adaptable shades...because no skin tone is HD-white. Pair with the angelically soft Wowder Brush for all-over and targeted application—perfect size, perfect shape, perfect density for the optimal matte-not-flat finish.",foundation,1,27.0,powder,Not available,https://static-assets.glossier.com/production/spree/images/attachments/000/001/476/portrait_normal/carousel-1.jpg?1501534121
38,Haloscope,glossier,"Skincare + makeup = Haloscope, the galaxy’s first dew effect highlighter. It’s a dual-delivery formula: the outer halo is infused with genuine crystal extracts for all-day enlightenment, with a solid oil core of vitamin-rich moisturizers for a hydrated, dewy finish. Expect an otherworldly sheen that’s never dry, never glittery. Comes in…",foundation,4,27.0,highlighter,Not available,https://static-assets.glossier.com/production/spree/images/attachments/000/001/109/portrait_normal/Haloscope_01-compressor.jpg?1498613775
39,Holographic Halo Cream Eyeliner,nyx,"Line your lids in holographic color with our Holographic Halo Cream Eyeliners! Inspired by all-things-unicorn, this unique formula uses ultra-fine, pigmented pearls to create a sleek, shimmering line, or it can be blended out to an intense, holographic eyeshadow. Available in five of the prettiest pastels you’ve ever seen.",eyeliner,3,11.0,cream,Not available,https://www.nyxcosmetics.com/dw/image/v2/AANG_PRD/on/demandware.static/-/Sites-cpd-nyxusa-master-catalog/default/dwc135311a/ProductImages/2018/Eyes/Holographic_Halo_Cream_Liner/holographichalocreamliner_main.jpg?sw=390&sh=390&sm=fit
40,Cake That! Powder Eyeliner,nyx,Not available,eyeliner,2,8.0,cream,Not available,https://www.nyxcosmetics.com/dw/image/v2/AANG_PRD/on/demandware.static/-/Sites-cpd-nyxusa-master-catalog/default/dwb7f857fa/ProductImages/2017/Eyes/Cake_That_Powder_Eyeliner/cakethatpowdereyeliner_main.jpg?sw=390&sh=390&sm=fit
41,Epic Black Mousse Liner,nyx,"Amazingly fluffy and lightweight, our innovative Epic Black Mousse Liner glides on oh-so-soft and smooth! This waterproof eyeliner dries to a pigmented matte finish that looks totally EPIC.",eyeliner,3,10.0,cream,Not available,https://www.nyxcosmetics.com/dw/image/v2/AANG_PRD/on/demandware.static/-/Sites-cpd-nyxusa-master-catalog/default/dw1f473566/ProductImages/Eyes/Epic_Black_Mousse_Liner/800897832162_epicblackmousseliner_main.jpg?sw=390&sh=390&sm=fit
42,Cosmic Gel Liner,nyx,"Swap your standard wing for eyes that twinkle like stars! A beam of Cosmic Gel Eye Liner makes an out of this world statement through an intense burst of sparkle and bold color. Available in three shades packed with interstellar shimmer, this formula glides on silky-smooth and is super easy to blend. Like our fan fave Gel Liner and Smudger, these rich colors stay put for strong galactic glam.",eyeliner,4,10.0,gel,Not available,https://www.nyxcosmetics.com/dw/image/v2/AANG_PRD/on/demandware.static/-/Sites-cpd-nyxusa-master-catalog/default/dw62a7d3b0/ProductImages/2016/Eyes/Cosmic_Gel_Liner/800897016364_cosmicgelliner_interstellar_main.jpg?sw=390&sh=390&sm=fit
43,Gel Liner And Smudger,nyx,"Our Gel Liner & Smudger delivers bold color that won’t quit. Whether you’re after a perfectly defined line or a smokey eye, these silky shades blend easily and don’t crease or fade. This pigmented formula is now available in two brand new shades.",eyeliner,3,9.0,gel,Not available,https://www.nyxcosmetics.com/dw/image/v2/AANG_PRD/on/demandware.static/-/Sites-cpd-nyxusa-master-catalog/default/dw7fa3d736/ProductImages/Eyes/Gel_Liner_And_Smudger/gellinerandsmudger_main.jpg?sw=390&sh=390&sm=fit
44,Metallic Eyeliner,nyx,"Spend some quality glam time with our Metallic Eyeliners. From copper to rose gold and silver, this creamy-soft pencil is available in six dazzling shades. Each pigment rich eyeliner slides on effortlessly and loads your lids with a metallic-matte finish. Down to the last swipe? Sharpen your go-to hue to uncover more intense color.",eyeliner,1,8.0,pencil,Not available,https://www.nyxcosmetics.com/dw/image/v2/AANG_PRD/on/demandware.static/-/Sites-cpd-nyxusa-master-catalog/default/dw1a50507a/ProductImages/2018/Eyes/Metallic_Eyeliner/metalliceyeliner_main.jpg?sw=390&sh=390&sm=fit
45,Tres Jolie Gel Pencil Liner,nyx,Our high-powered twist-up gel liner has the same payoff and precision as a pot without having to use a brush. It comes with a sharpener to ensure precise application every time.,eyeliner,4,12.0,pencil,Not available,https://www.nyxcosmetics.com/dw/image/v2/AANG_PRD/on/demandware.static/-/Sites-cpd-nyxusa-master-catalog/default/dw85212794/ProductImages/Eyes/Tres_Jolie_Gel_Pencil_Liner/tresjoliegelpencilliner_main.jpg?sw=390&sh=390&sm=fit
46,Faux Whites Eye Brightener,nyx,"Brighten up those beautiful eyes! Our all-new collection of Faux Whites features a variety of white liners with an exquisite hint of color—from blush, to lavender, and mint. This bouquet of tones may be delicate, yet each one is anything but subtle. Every color glides on velvety-soft and provides a striking matte finish. Pencil the corners of the eyes using these vibrant brighteners for a fresh highlight.",eyeliner,2,8.0,pencil,Not available,https://www.nyxcosmetics.com/dw/image/v2/AANG_PRD/on/demandware.static/-/Sites-cpd-nyxusa-master-catalog/default/dwd6f5e770/ProductImages/2017/Eyes/Faux_Whites_Eye_Brightener/fauxwhiteseyebrightener_main.jpg?sw=390&sh=390&sm=fit
47,Faux Blacks Eyeliner,nyx,"The go-to goodie in every beauty’s makeup bag? A little black liner, of course! Inspired by this enduring essential, the new Faux Blacks collection puts a bold twist on a classic that will forever be a chic choice. Available in eight deep matte shades with a hint of rich color—from midnight blue to dark olive—these striking eyeliners are creamy and go on smooth, which makes drawing a precise line or smudging it out totally simple.",eyeliner,1,8.0,pencil,Not available,https://www.nyxcosmetics.com/dw/image/v2/AANG_PRD/on/demandware.static/-/Sites-cpd-nyxusa-master-catalog/default/dw52b6a577/ProductImages/2017/Eyes/Faux_Blacks_Eyeliner/fauxblackseyeliner_main.jpg?sw=390&sh=390&sm=fit
48,Collection Noir,nyx,"Finally a collection of 8 Noir liners to create any dramatic look. This assortment of liners includes 7 of the blackest black liner formulations ranging from matte to glossy. There is even a powder soft brown for more subtle looks. Create dramatic sultry looks, precise cat-eyes, and subtle yet smokey eyes. This sexy dark collection has a liner for everyone’s needs.",eyeliner,3,6.0,pencil,Not available,https://www.nyxcosmetics.com/dw/image/v2/AANG_PRD/on/demandware.static/-/Sites-cpd-nyxusa-master-catalog/default/dw5a58329e/ProductImages/Eyes/Collection_Noir/collectionnoir_main.jpg?sw=390&sh=390&sm=fit
49,Slim Eye Pencil,nyx,"Slim, trim, but never prim. Our Slim Eye Pencils come in a variety of entrancing shades—from seafoam green to black shimmer. The creamy long-wearing eye liner formula goes on easily and resists bleeding. Available in 31 stunning shades!",eyeliner,4,4.0,pencil,Not available,https://www.nyxcosmetics.com/dw/image/v2/AANG_PRD/on/demandware.static/-/Sites-cpd-nyxusa-master-catalog/default/dwd6b2499f/ProductImages/Eyes/Slim_Eye_Pencil/slimeyepencil_main.jpg?sw=390&sh=390&sm=fit
50,Retractable Eye Liner,nyx,Twist and shout! Renowned for its extreme lasting power this creamy liner delivers intense pigmentation and precise application in an easy twist-up tube that never needs sharpening.,eyeliner,3,5.0,pencil,Not available,https://www.nyxcosmetics.com/dw/image/v2/AANG_PRD/on/demandware.static/-/Sites-cpd-nyxusa-master-catalog/default/dw83169760/ProductImages/Eyes/Retractable_Eye_Liner/retractableeyeliner_main.jpg?sw=390&sh=390&sm=fit
51,Slide On Pencil,nyx,Don’t let the softness of this pencil fool you. This formula doesn't smear or smudge and delivers powerful robust colors. It’s like a liquid eye liner without the mess. Available in 18 sleek shades. Our Slide on Pencils can be sharpened with a sharpener that has an opening for a small pencil. Get your NYX Professional Makeup Sharpener,eyeliner,3,8.0,pencil,Not available,https://www.nyxcosmetics.com/dw/image/v2/AANG_PRD/on/demandware.static/-/Sites-cpd-nyxusa-master-catalog/default/dwbdf94a20/ProductImages/Eyes/Slide_On_Pencil/slideonpencil_main.jpg?sw=390&sh=390&sm=fit
52,Jumbo Eye Pencil,nyx,Not available,eyeliner,1,4.5,pencil,Not available,https://www.nyxcosmetics.com/dw/image/v2/AANG_PRD/on/demandware.static/-/Sites-cpd-nyxusa-master-catalog/default/dwda543a41/ProductImages/Eyes/Jumbo_Eye_Pencil/jumboeyepencil_main.jpg?sw=390&sh=390&sm=fit
53,Two Timer Dual Ended Eyeliner,nyx,Having it all is possible with this incredibly edgy new makeup weapon. The combination of the precision of liquid liner with the ease of application of a kohl pencil is the perfect match to create a variety of dramatic looks. When the cat eye meets the smoldering intensity of a smoky eye look - who knows where the night will take you?,eyeliner,3,10.0,liquid,Not available,https://www.nyxcosmetics.com/dw/image/v2/AANG_PRD/on/demandware.static/-/Sites-cpd-nyxusa-master-catalog/default/dwcd8987df/ProductImages/Eyes/Two_Timer_Dual_Ended_Eyeliner/twotimerdualendedeyeliner_main.jpg?sw=390&sh=390&sm=fit
54,Strictly Vinyl Eyeliner,nyx,"Ready to give Strictly Vinyl Eyeliner a spin? Take your pick from the eight epic colors included in our vibrant catalog. Featuring a flexible and slim brush, this high-shine liquid eyeliner glides on effortlessly and delivers an intensely lacquered look you’ll want to rock again…and again!",eyeliner,2,7.0,liquid,Not available,https://www.nyxcosmetics.com/dw/image/v2/AANG_PRD/on/demandware.static/-/Sites-cpd-nyxusa-master-catalog/default/dw1498d09f/ProductImages/2018/Eyes/Strictly_Vinyl_Eyeliner/strictlyvinyleyeliner_main.jpg?sw=390&sh=390&sm=fit
55,Collection Chocolate,nyx,What’s better than a guilt-free treat! Feast your eyes on our Collection Chocolate in 6 of our most delectable liners. The mouthwatering formula is smudge proof and comes in satin matte glossy or liquid.,eyeliner,3,6.0,pencil,Not available,https://www.nyxcosmetics.com/dw/image/v2/AANG_PRD/on/demandware.static/-/Sites-cpd-nyxusa-master-catalog/default/dwbccef58f/ProductImages/Eyes/Collection_Chocolate/collectionchocolate_main.jpg?sw=390&sh=390&sm=fit
